SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
1,0.93549709,55,0,0.4502933,6477.0,10,0,2,0,0.0
0,0.7018265220000001,45,1,0.645195243,9500.0,10,0,2,1,3.0
0,0.9592215009999999,65,1,0.327892267,4900.0,7,2,0,1,1.0
0,0.11884128199999999,38,0,2.06993007,1000.0,9,0,2,0,2.0
0,0.0,33,0,806.0,,6,0,1,0,0.0
0,0.0,50,0,0.177536933,15500.0,5,0,2,0,0.0
0,0.038640939,65,0,0.295093162,10250.0,11,0,2,0,0.0
0,0.0070298769999999995,51,0,0.290588235,8499.0,10,0,1,0,1.0
0,0.9999998999999999,70,0,1008.0,,4,0,1,0,
0,0.008501683000000001,59,0,0.220219726,8100.0,20,0,1,0,1.0
0,0.0,75,0,0.732484076,2825.0,9,0,2,0,0.0
0,0.05267618,78,0,0.016216216000000002,2774.0,11,0,0,0,0.0
0,0.109786189,50,0,3766.0,,11,0,2,0,0.0
0,0.065841651,60,0,0.148453279,18813.0,10,0,1,0,2.0
0,0.028540265,31,0,0.286839145,5333.0,7,0,2,0,0.0
0,0.023569745,52,0,0.056616195,6075.0,2,0,0,0,2.0
0,0.783804506,52,0,0.805872412,4733.0,14,0,2,0,3.0
0,1.037924152,31,0,0.290962528,2721.0,4,0,1,1,0.0
0,0.931678054,42,0,0.18957634899999998,3280.0,4,0,0,0,0.0
0,0.173738098,63,0,4001.0,,16,0,1,0,2.0
0,0.37684518,57,0,0.559049413,6900.0,13,0,2,0,1.0
0,0.17175092100000003,44,0,2588.0,,12,0,2,0,0.0
0,0.0,45,0,0.071952428,5044.0,3,0,0,0,0.0
0,0.7968812479999999,47,0,59.0,,3,0,0,0,1.0
0,0.009055052,30,0,0.247365502,3605.0,6,0,2,0,1.0
0,0.9999998999999999,78,0,33.0,,2,0,0,0,0.0
0,0.35029441200000005,35,0,1060.0,,10,0,1,0,0.0
0,0.0067945819999999995,87,0,351.0,,17,0,0,0,0.0
0,0.526117872,71,0,0.7136380809999999,5293.0,22,0,2,0,0.0
0,0.080226279,73,0,83.0,,9,0,0,0,0.0
0,0.274551857,57,0,0.564585115,4675.0,15,0,1,0,2.0
0,0.570147662,47,0,2.137544982,2500.0,4,0,1,0,1.0
0,0.0,53,0,0.380455573,5750.0,7,0,2,0,2.0
0,0.08345511900000001,32,0,0.284571809,3000.0,7,0,0,0,0.0
0,0.42150872100000003,27,0,0.403915123,6691.0,4,0,1,0,0.0
0,0.0,80,0,0.000150353,6650.0,3,0,0,0,0.0
0,0.436135138,58,0,0.43150037799999996,10583.0,14,0,1,0,2.0
0,0.28562963,41,0,3261.0,,12,0,2,0,0.0
0,0.11175725800000001,31,0,0.306670517,3462.0,7,0,0,0,0.0
0,0.9999998999999999,87,0,597.0,,2,0,1,0,1.0
0,0.938298582,61,0,0.161945813,8119.0,6,0,0,0,0.0
0,0.9999998999999999,24,1,286.0,,1,1,0,0,0.0
0,0.04093976,65,0,0.196340183,6666.0,7,0,1,0,0.0
0,0.027823564,47,0,0.029188325,2500.0,7,0,0,0,2.0
0,0.00829866,67,0,0.011949403,20000.0,9,0,0,0,2.0
0,0.07699871700000001,58,0,0.124847994,7400.0,11,0,1,0,2.0
0,0.030510209,65,0,511.0,,6,0,1,0,0.0
0,0.9999998999999999,37,0,0.0,,0,1,0,0,0.0
0,0.9999998999999999,28,0,0.0,,0,0,0,0,0.0
0,0.042225386,69,0,0.33893269299999995,8750.0,23,0,2,0,0.0
0,0.006468074,89,2,0.152711822,4000.0,21,0,0,0,0.0
0,0.017390961,91,0,0.004642028,5600.0,2,0,0,0,1.0
0,0.37574939,46,0,0.243189985,8626.0,26,0,1,0,3.0
0,0.91250625,40,0,3422.0,,10,0,2,0,1.0
0,0.026006164,59,0,3105.0,,7,0,1,0,0.0
0,0.0,52,0,0.184506456,2400.0,8,0,1,0,3.0
0,0.738545052,63,0,0.47221688100000003,5200.0,7,0,1,0,0.0
0,0.521888728,38,0,0.199065303,7916.0,11,0,0,0,4.0
0,0.749680896,33,0,0.200974878,2666.0,6,0,0,0,1.0
0,0.081215174,44,0,0.343169919,2100.0,5,0,1,0,2.0
0,0.012059081000000001,62,0,0.18283705100000003,9100.0,5,0,1,0,1.0
0,0.0,61,0,9272.0,,7,0,2,0,0.0
0,0.96258674,49,0,0.633136988,6620.0,11,0,1,0,5.0
0,0.9999998999999999,58,1,0.179092045,2400.0,1,0,0,0,1.0
0,0.563736704,30,0,0.289809543,5092.0,5,0,0,0,0.0
0,0.982003599,31,0,0.46300672600000004,5500.0,6,0,1,0,1.0
0,0.050566652999999996,68,0,0.14400562,12811.0,7,0,1,0,2.0
0,0.073223444,76,0,68.0,,2,0,0,0,0.0
0,0.058653479,77,0,96.0,,2,0,0,0,0.0
0,0.19637022199999998,28,0,0.25347971,5100.0,5,0,1,0,0.0
0,0.9999998999999999,53,0,0.505526051,6966.0,7,0,2,0,2.0
0,1.065946703,60,0,0.77870274,5765.0,11,0,2,0,0.0
0,0.08648896800000001,33,0,0.07215089200000001,8800.0,8,0,0,0,0.0
0,0.048201892999999996,52,0,3497.0,,5,0,2,0,0.0
0,1.057061341,55,0,0.023210291,3575.0,3,0,0,0,0.0
0,0.01482988,86,0,0.389834206,4583.0,5,0,1,0,0.0
0,0.050405541,57,0,0.47306054399999997,5400.0,11,0,1,0,1.0
0,0.044191162,74,0,0.002540937,7083.0,2,0,0,0,0.0
0,0.055772460999999995,62,1,0.262417782,4408.0,10,0,1,0,0.0
0,0.32695125199999997,52,0,0.640832595,4515.0,11,0,2,0,1.0
1,0.064903509,33,2,0.339605961,7917.0,11,0,2,0,1.0
1,0.747859488,38,0,856.0,1.0,9,0,0,0,0.0
0,0.282785846,46,0,0.309958672,7500.0,10,0,1,0,0.0
0,0.9999998999999999,41,0,0.205089367,3300.0,2,0,0,0,2.0
0,0.105946051,64,0,0.155221339,3523.0,4,0,1,0,0.0
0,0.21939158600000003,66,0,4013.0,,8,0,2,0,0.0
0,0.270610893,44,0,0.409218388,8200.0,14,0,2,0,5.0
0,0.675555253,48,0,611.0,,10,0,0,0,
0,0.9999998999999999,61,0,0.537615596,4000.0,4,0,2,0,0.0
0,0.05635406900000001,67,0,0.01174743,6128.0,5,0,0,0,0.0
0,0.524998092,63,1,0.783706866,2810.0,15,0,1,0,0.0
0,0.067260319,58,0,0.0109978,5000.0,3,0,0,0,0.0
0,0.015853969,34,0,0.36232449299999997,5127.0,6,0,1,0,2.0
0,0.9953348879999999,68,0,0.12543728099999998,2000.0,3,0,0,0,0.0
0,0.030083262000000003,70,0,4116.0,,9,0,1,0,
0,0.305682465,57,0,5710.0,,8,0,3,0,0.0
0,0.627163782,40,1,0.123909884,5503.0,3,0,0,0,3.0
0,0.0,46,0,2810.0,,11,0,1,0,0.0
0,0.9999998999999999,30,0,0.0,1100.0,0,0,0,0,0.0
0,0.0,65,2,0.626999674,6125.0,13,0,2,0,0.0
0,0.9999998999999999,60,0,0.338706386,4900.0,5,0,2,0,0.0
0,0.165441728,63,0,0.17557193899999998,13156.0,7,0,1,0,1.0
0,0.018312889,45,0,0.400288236,5550.0,3,0,2,0,0.0
0,0.23432334300000002,53,0,3.6673326669999997,1000.0,14,0,2,0,0.0
0,0.0,74,0,0.0,,3,0,0,0,0.0
0,0.20758483,36,1,2370.0,,4,5,1,0,0.0
0,0.255991173,56,0,5298.0,,6,0,3,0,0.0
0,0.032998900000000005,28,0,0.007248188000000001,4000.0,3,0,0,0,0.0
0,0.066741657,28,0,0.27399651,4583.0,10,0,1,0,0.0
0,0.012013055,45,0,0.0013712720000000002,2916.0,3,0,0,0,0.0
0,0.9999998999999999,36,0,0.024890942000000003,3896.0,1,3,0,1,1.0
0,0.005123561,68,0,0.007075471999999999,1695.0,9,0,0,0,0.0
0,0.9099818000000001,58,0,5.959208157999999,1666.0,7,0,2,0,0.0
0,0.69365954,43,0,0.539663729,13500.0,8,0,2,0,3.0
0,0.260012032,38,0,0.344961671,9000.0,9,0,4,0,0.0
0,0.857142857,69,0,1573.0,,17,0,0,0,2.0
0,0.687986567,29,1,0.10243597800000001,1600.0,6,0,0,0,0.0
0,0.159978419,54,1,0.653079231,11333.0,23,0,2,0,0.0
1,0.999001996,26,0,266.0,0.0,6,1,0,0,0.0
0,0.032700493,81,0,0.003998857,3500.0,3,0,0,0,0.0
0,0.004221909,42,0,0.38005510600000003,11250.0,6,0,2,0,2.0
0,0.950790125,43,0,2237.0,,7,0,0,0,0.0
1,0.016353693,73,0,0.020395921,3333.0,8,0,0,0,0.0
0,0.366483055,53,0,2059.0,,16,0,1,0,0.0
0,0.07124828700000001,67,0,0.297261108,8214.0,10,0,2,0,1.0
0,0.014814266000000001,48,0,0.260568261,10100.0,5,0,1,0,2.0
0,0.573151678,46,0,279.0,,4,0,0,0,3.0
0,0.10582263,53,0,1360.0,,5,0,1,0,0.0
0,0.305222241,34,0,0.257254806,8166.0,10,0,2,0,0.0
0,0.01857373,80,0,0.004665889,6000.0,3,0,0,0,0.0
1,0.9999998999999999,37,0,0.436531365,2709.0,1,2,1,1,1.0
0,0.0009193160000000001,56,0,0.163199484,6200.0,13,1,2,0,3.0
0,0.0,52,0,0.042591482,5000.0,6,0,1,0,2.0
0,0.006464055,70,0,3275.0,0.0,18,0,1,0,0.0
0,0.0,81,0,7.673652695,333.0,6,0,1,0,0.0
0,0.5574146839999999,51,0,0.406752412,1243.0,4,0,0,0,0.0
0,0.025938472,62,2,0.17466600699999998,8083.0,14,0,1,0,0.0
0,0.9999998999999999,56,0,0.112275021,10500.0,12,0,1,0,0.0
0,0.041004228999999996,29,1,0.316184191,6666.0,12,0,1,0,0.0
0,0.543456543,28,0,0.00551534,2900.0,1,0,0,0,0.0
0,0.051294871,54,0,0.003528582,4250.0,1,0,0,0,0.0
0,0.010761033,36,0,0.18763539399999998,6000.0,15,0,1,0,0.0
0,0.26669333300000003,68,1,0.277178665,6861.0,9,0,1,0,2.0
0,0.23860992399999997,48,0,1526.0,,10,0,1,0,0.0
0,0.9999998999999999,36,0,234.0,,1,0,0,0,0.0
0,0.19960861100000002,39,0,0.596908213,5174.0,10,0,2,0,4.0
0,0.453757707,31,0,0.658355795,2967.0,3,0,1,0,1.0
0,0.043915311,82,0,0.008265565,7500.0,7,0,0,1,1.0
0,0.9999998999999999,31,0,0.0,7500.0,0,1,0,0,0.0
0,0.9999998999999999,40,0,54.0,,3,1,0,0,4.0
0,0.565582523,44,0,0.451753446,14000.0,12,0,3,0,2.0
0,0.412360506,46,0,0.283486494,3590.0,12,0,2,0,1.0
0,0.0,43,0,0.516204791,2128.0,13,0,1,0,1.0
0,0.20536706300000002,69,0,107.0,,10,0,0,0,0.0
0,0.038754662,65,0,1803.0,,12,0,2,0,0.0
0,0.088149326,28,0,1508.0,,5,0,0,0,0.0
0,0.034910939,58,0,0.22567743199999998,10000.0,14,0,0,0,1.0
0,0.069343315,57,0,0.32158259899999997,5332.0,7,0,1,0,0.0
0,0.005082995999999999,60,0,0.062120292,13167.0,26,0,1,0,2.0
0,0.016259771,51,0,0.005455229,5315.0,5,0,0,0,0.0
0,0.037065568,48,0,0.21302361399999997,18166.0,7,0,2,0,0.0
0,0.9999998999999999,53,1,379.0,,2,0,0,0,
0,0.330630429,71,0,0.21952847,4495.0,10,0,0,0,0.0
0,0.40360772100000003,73,0,0.649653979,1155.0,11,0,0,0,0.0
1,0.9999998999999999,36,0,1.018654231,1500.0,3,1,1,1,0.0
0,0.44782388,53,0,0.801211109,4788.0,8,0,2,0,4.0
0,0.9999998999999999,32,0,0.08356657299999999,2500.0,8,0,0,0,0.0
0,0.31449213800000003,52,0,393.0,,6,0,0,0,0.0
0,0.22565813399999998,45,0,2456.0,,13,0,1,0,0.0
0,0.0,48,0,0.123276909,14000.0,4,0,1,0,2.0
0,0.006780824,52,0,2431.0,,6,0,1,0,
0,0.0,39,0,0.0,,2,0,0,0,
0,0.06999860000000001,49,0,0.563316449,3750.0,7,0,2,0,0.0
0,0.17508157600000002,52,0,0.569150202,4200.0,9,0,1,0,1.0
1,1.04745167,46,2,0.599870298,3083.0,6,3,0,0,0.0
0,0.139986001,75,1,0.117432251,5202.0,6,0,0,0,0.0
0,0.09306489400000001,57,0,0.063089706,7100.0,6,0,0,0,3.0
1,0.029580868,67,0,0.28211490699999997,15716.0,4,1,1,0,0.0
1,0.934604905,27,1,0.019986676000000002,1500.0,2,1,0,1,0.0
0,0.018438241,40,0,9.0,,2,0,0,0,0.0
0,0.026093671000000002,57,0,0.315765867,13376.0,22,0,2,0,0.0
0,0.0,69,0,0.00419916,5000.0,7,0,0,0,0.0
1,0.660678643,41,0,0.007568765,5416.0,3,1,0,0,3.0
0,0.857122203,64,0,0.46969541600000003,9750.0,8,0,2,0,0.0
0,0.464963709,43,1,0.369890409,12500.0,22,0,1,1,3.0
0,0.16123343199999998,45,0,0.28376118100000003,13750.0,6,0,2,0,2.0
0,0.019390107,77,0,0.00619876,5000.0,5,0,0,0,0.0
0,0.0,54,0,1156.0,,5,0,2,0,0.0
0,0.0,48,0,0.00951212,6517.0,3,1,0,0,4.0
1,0.962700386,44,0,0.19944636699999999,7224.0,6,0,0,0,4.0
0,0.361805456,29,0,0.029505778,4066.0,3,0,0,0,0.0
1,0.775317812,42,2,0.43341489,5721.0,7,3,2,0,2.0
0,0.014676108,79,0,0.060745278,3917.0,14,0,0,0,0.0
0,0.312358352,64,0,0.437234632,10833.0,8,0,1,0,0.0
0,0.0,88,0,0.0,,3,0,0,0,0.0
0,0.600705226,63,0,0.29637629,4166.0,5,0,0,0,1.0
0,0.127020785,40,0,164.0,0.0,12,0,0,0,0.0
0,0.579712779,52,0,0.033272027999999995,5980.0,4,0,0,0,1.0
0,0.0483717,47,0,128.0,,4,0,1,0,0.0
0,0.9999998999999999,38,0,0.5197828879999999,7000.0,5,0,1,1,1.0
0,0.20607654600000003,42,0,0.331699136,7750.0,9,0,1,0,2.0
0,0.7226506709999999,53,0,0.204142364,8400.0,11,0,0,0,0.0
0,0.23712903,40,0,0.876876877,4328.0,12,0,2,0,1.0
0,0.09307610699999999,36,0,0.37812821399999996,5833.0,5,0,1,0,2.0
0,0.345982257,58,0,0.5143714070000001,4000.0,6,0,1,0,0.0
0,0.075615973,67,0,0.577896138,750.0,3,0,0,0,0.0
0,0.010840032,76,0,0.0029994,5000.0,7,0,0,0,0.0
0,0.009810076,57,0,0.06617234,8900.0,9,0,0,0,2.0
0,0.025338907999999997,33,1,0.349265854,3200.0,21,0,1,0,0.0
0,0.053769892,66,0,0.759371221,10750.0,11,0,6,0,1.0
0,0.045079098,67,0,0.01239593,5404.0,6,0,0,0,0.0
0,0.022438565,81,0,0.230679837,3441.0,8,0,1,0,0.0
0,0.115020298,53,0,0.145890868,10500.0,9,0,1,0,0.0
0,0.026666238,56,0,3840.0,,8,0,2,0,2.0
0,0.5652976470000001,26,2,1.078431373,764.0,6,0,0,1,0.0
0,0.283212051,41,0,0.42892178299999995,11416.0,12,0,2,0,3.0
0,0.06541153799999999,55,0,0.193761248,6667.0,8,0,2,0,1.0
0,0.0338795,66,0,0.5079153470000001,6000.0,14,0,2,0,0.0
0,0.5365853660000001,30,0,0.097560976,5083.0,2,0,0,0,0.0
0,0.087787617,53,0,0.16133736099999998,9600.0,5,0,1,0,0.0
0,0.004820132,45,0,0.20695268,8600.0,11,0,2,0,2.0
0,0.016280309,34,0,0.12986695,12250.0,13,0,1,0,2.0
0,0.030612592,40,0,3491.0,,16,0,2,0,4.0
0,0.00470471,79,0,0.079120251,3500.0,12,0,0,0,0.0
0,0.00837034,34,0,0.111703546,3750.0,4,0,0,0,0.0
0,0.05649325,52,1,0.44373237600000004,3900.0,20,0,2,0,1.0
0,0.12941136,35,0,0.615129699,8750.0,10,0,2,0,0.0
1,0.0,82,2,0.092783505,3200.0,8,0,0,0,0.0
0,0.36917168200000006,82,0,0.048228914000000005,26000.0,12,0,1,0,0.0
0,0.002921511,76,0,0.00059988,5000.0,7,0,0,0,1.0
0,0.8296340729999999,41,1,0.082705235,9817.0,3,1,0,0,0.0
0,0.104016535,42,0,0.43738609700000003,3840.0,8,0,1,0,0.0
0,0.009997369,39,0,315.0,,5,0,0,0,0.0
0,0.139893563,56,0,0.383597884,10583.0,7,0,2,0,0.0
1,0.9999998999999999,41,0,0.5072632189999999,1720.0,2,1,0,2,2.0
0,0.0,58,0,0.25194961,5000.0,7,0,1,0,0.0
0,0.279988086,25,0,231.0,,2,0,0,0,
0,0.0076880559999999995,52,0,4.0,,3,0,0,0,
1,0.9999998999999999,30,0,0.0,,1,0,0,0,0.0
0,0.06024349999999999,37,0,1038.0,,4,0,1,0,0.0
0,0.22360710600000003,53,3,0.6105557779999999,2500.0,9,1,1,1,1.0
0,0.05776011599999999,74,0,0.018663112,5250.0,5,0,0,0,0.0
0,0.15855338,67,0,0.11228197699999999,2751.0,7,0,0,0,0.0
1,0.9999998999999999,28,0,54.0,,0,2,0,0,0.0
0,0.039125393,72,0,0.148874365,8261.0,5,0,1,0,1.0
0,0.0,60,0,1956.0,,3,0,1,0,0.0
0,0.025972339,58,0,0.273389516,7000.0,7,0,0,0,0.0
0,0.058084893,43,0,0.297025723,4975.0,8,0,1,0,1.0
0,0.001029662,47,0,0.140156454,9203.0,5,0,0,0,2.0
0,0.086163405,70,0,747.0,,8,0,0,0,0.0
0,0.227777688,59,0,0.238515901,16413.0,13,0,3,0,0.0
0,0.9999998999999999,54,0,116.0,,1,1,0,0,0.0
0,0.556103135,29,0,0.09943030800000001,13164.0,14,0,0,0,0.0
0,0.024597116000000002,33,0,1.172956761,4000.0,11,0,4,0,0.0
0,0.005132991,82,0,1.0,,4,0,0,0,0.0
0,0.145568815,33,0,0.137113169,4426.0,3,0,0,0,0.0
0,0.40632834799999995,41,0,0.264455924,6000.0,9,0,1,0,0.0
0,0.00254711,58,0,0.348060145,5386.0,9,0,1,0,1.0
0,0.033311777,49,0,0.169566087,5000.0,8,0,0,0,4.0
0,0.0025356239999999998,46,0,0.53323162,10486.0,13,0,4,0,1.0
0,0.002216381,44,0,0.181853133,2600.0,8,0,0,0,0.0
0,0.048843695,46,0,0.095698086,16666.0,12,0,2,0,2.0
0,0.191063851,34,0,0.30542477,4884.0,3,0,0,0,0.0
1,0.9999998999999999,27,2,0.002482416,2416.0,1,0,0,0,0.0
1,0.7130194740000001,47,0,1.182396088,6134.0,16,0,5,1,2.0
0,0.17350127399999998,63,1,0.466290695,3900.0,10,0,1,0,0.0
0,0.412490798,67,0,0.5476754970000001,9700.0,17,0,2,0,2.0
0,0.128787121,37,0,0.190231362,3500.0,6,0,0,0,0.0
0,0.333060631,52,3,0.7001533740000001,5215.0,15,0,2,1,0.0
0,0.0,57,0,0.373508433,15000.0,12,0,2,0,2.0
0,0.0,51,0,0.0,4100.0,5,0,0,0,0.0
0,0.0,21,0,0.0,240.0,1,0,0,0,0.0
0,0.069707823,59,0,0.341019873,10667.0,10,0,2,0,1.0
0,0.080938571,57,0,0.215903765,6400.0,7,0,1,0,2.0
0,0.107315585,47,3,0.358554489,7083.0,14,1,3,0,0.0
0,0.41992065799999995,47,2,0.444292081,8750.0,10,0,1,0,1.0
0,0.120671189,42,0,0.564730219,5800.0,9,0,2,0,0.0
0,0.19700582,48,0,0.276890683,11397.0,17,0,2,0,0.0
0,0.479826009,64,0,0.415382885,8892.0,8,0,1,0,1.0
0,0.9999998999999999,68,0,1055.0,,5,0,1,0,
0,0.031628082,63,0,80.0,,7,0,0,0,0.0
0,0.43573571299999997,40,0,535.0,,4,0,0,0,1.0
0,0.514021252,41,1,0.453323734,8333.0,5,0,2,0,4.0
0,1.00139972,30,0,0.425440172,5565.0,6,0,1,0,0.0
0,0.0,56,0,0.19592046600000002,5833.0,7,0,1,0,0.0
0,0.9862805490000001,45,0,0.744842233,3295.0,8,0,2,0,0.0
0,0.038278962,50,0,11.0,,2,0,0,1,0.0
0,0.37757073799999996,66,0,0.368361215,6156.0,11,0,1,0,2.0
0,0.9250954490000001,50,1,2354.0,,12,0,0,1,2.0
0,0.330447062,58,2,0.765525982,4733.0,9,0,1,0,0.0
0,0.074383397,35,0,881.0,,8,0,1,0,0.0
0,0.320142494,48,0,3.217364147,1600.0,16,0,1,0,2.0
0,0.0035357809999999996,68,0,0.001419446,1408.0,6,0,0,0,0.0
1,0.9999998999999999,40,0,0.0,5100.0,0,0,0,0,1.0
0,0.06302261,58,0,0.504740658,12550.0,18,0,2,0,0.0
0,0.033207758,37,0,0.24931462699999998,6200.0,6,0,1,0,0.0
0,0.089404885,50,0,0.41763821,5317.0,14,0,2,0,1.0
0,0.698230177,62,0,0.36583076299999995,7456.0,16,0,3,0,0.0
0,0.557267805,55,0,0.29792551899999997,4000.0,12,0,0,0,0.0
0,0.023919072000000003,74,0,0.143101971,3500.0,12,0,0,0,0.0
0,0.965190511,51,0,0.343739584,9000.0,8,0,1,0,0.0
0,0.039450149,68,0,1.114732725,2300.0,10,1,1,0,0.0
0,0.19556703600000003,40,0,0.313691508,7500.0,6,0,2,0,2.0
0,0.9999998999999999,25,0,0.333855799,637.0,1,0,0,0,0.0
0,0.026259058,60,0,1969.0,,6,0,1,0,
0,0.046986992000000005,35,0,0.21065389999999998,16500.0,11,0,2,0,1.0
0,0.8838640209999999,29,1,0.55011839,3800.0,5,0,2,0,0.0
0,0.907780705,51,0,0.775726811,6500.0,11,0,1,0,1.0
0,0.338023996,57,0,2037.0,,8,0,2,0,0.0
0,0.01225757,75,0,0.002768379,3250.0,9,0,0,0,0.0
0,0.280220583,48,1,1.9067645309999999,5040.0,13,0,3,0,1.0
0,0.997154375,39,0,1.652898068,1500.0,9,1,1,0,3.0
0,0.377787301,54,0,3.9271332689999996,1042.0,14,0,3,0,0.0
0,0.145770846,50,1,0.549781721,7100.0,10,0,2,1,2.0
0,0.079230732,61,1,0.19310086199999998,8000.0,6,0,1,0,0.0
0,0.435914796,36,0,1.248500428,3500.0,13,0,2,0,2.0
0,0.061348466,59,0,0.370795734,4875.0,12,0,2,0,0.0
0,0.014163808,52,0,0.217463756,6000.0,9,0,1,0,1.0
0,0.213308615,52,0,0.39824874299999996,6166.0,5,0,1,0,0.0
0,0.197886058,52,0,0.43529664700000004,4651.0,11,0,2,0,2.0
0,0.013236395,63,0,0.338622039,4600.0,12,0,0,0,1.0
0,0.007406376,67,0,0.151972895,14166.0,10,0,2,0,0.0
0,0.08969175300000001,51,0,0.007797760999999999,7950.0,8,0,0,0,0.0
1,0.9999998999999999,58,2,0.011617953,8176.0,1,2,0,0,0.0
0,0.9999998999999999,69,0,0.0,,2,0,0,0,0.0
0,0.905825441,42,1,1.374279,4680.0,7,0,1,0,2.0
0,0.565420723,54,2,0.297542651,19166.0,22,0,2,0,0.0
1,0.9853339259999999,56,1,0.083991601,10000.0,11,0,0,1,0.0
0,0.00373325,88,0,0.001030751,5820.0,7,0,0,0,0.0
0,0.343393987,30,0,1702.0,,10,0,1,0,0.0
0,0.245960972,51,0,0.166959321,6833.0,12,0,0,0,2.0
0,0.004465452,48,3,0.171983621,10500.0,13,1,1,0,0.0
0,0.518818161,53,0,0.36505867,2300.0,5,0,0,0,1.0
1,0.657848668,52,1,0.533240997,2165.0,4,2,1,1,1.0
0,0.0,43,0,3071.0,,7,0,2,0,2.0
0,0.067155474,54,0,0.142200992,5442.0,2,0,1,0,0.0
0,0.897722887,32,0,0.42145785399999997,10000.0,14,0,1,0,1.0
1,0.9552335540000001,41,0,0.16726182,7000.0,4,0,0,0,2.0
0,0.103405682,38,0,0.009473492,5488.0,1,0,0,0,0.0
1,0.88384755,45,0,28.0,,2,0,0,0,3.0
0,0.47297043899999996,33,0,0.191961608,5000.0,6,0,0,0,1.0
0,0.9999998999999999,46,0,0.849218927,4416.0,8,0,1,0,4.0
0,0.014291814,46,0,18.0,,8,0,0,0,0.0
1,1.089700997,46,0,0.21402483600000002,9582.0,8,0,1,0,1.0
0,1.042754026,59,6,0.22847208,14666.0,7,4,2,0,0.0
0,0.05115408,63,0,0.01669833,10000.0,4,0,0,0,0.0
0,0.092088025,69,0,776.0,,7,0,0,0,0.0
0,0.288266097,39,0,0.665481613,9000.0,11,0,3,0,0.0
0,0.41113287,64,0,0.111160026,4542.0,5,0,0,0,0.0
0,0.0,83,0,320.0,,7,0,0,0,0.0
0,0.024229867000000002,48,0,0.213524728,17833.0,10,0,2,0,3.0
0,0.014542126,48,0,5201.0,,9,0,4,0,3.0
0,0.422467288,51,0,0.43076049899999996,1761.0,10,0,0,0,2.0
0,0.38576916,33,0,0.352824185,2513.0,11,0,0,0,0.0
0,0.011904653000000001,69,0,1653.0,,20,0,2,0,0.0
0,0.971233591,59,0,0.545566178,11400.0,17,0,2,0,0.0
0,0.9999998999999999,37,0,187.0,,1,0,0,0,0.0
0,0.12625538,78,0,0.00869913,10000.0,3,0,0,0,0.0
0,0.042872333,45,0,0.221984691,14500.0,7,0,2,0,0.0
0,1.001701947,48,1,0.11032698199999999,4250.0,3,0,0,1,4.0
0,0.877232382,46,0,0.078581472,6400.0,6,0,0,0,2.0
0,0.123084615,48,0,0.44163539399999996,5062.0,11,0,1,0,2.0
0,0.146248471,32,0,0.318988002,3833.0,2,0,1,0,1.0
0,0.023186784,70,0,0.012955854,2083.0,7,0,0,0,0.0
0,0.007999714,69,0,0.047000195,10233.0,4,0,0,0,0.0
0,0.16195569099999998,39,0,0.342266374,8656.0,14,0,2,0,0.0
0,0.20243987800000002,67,0,0.361527694,5000.0,11,0,1,0,0.0
0,0.070184404,64,0,3102.0,0.0,14,0,1,0,0.0
0,0.6481337970000001,56,0,0.179487179,21800.0,8,0,1,0,1.0
0,0.082117652,68,0,0.026394721,5000.0,6,0,0,0,1.0
0,0.0,65,1,0.0,4500.0,1,0,0,0,0.0
1,1.034430714,40,3,0.433426629,2500.0,7,1,0,0,0.0
0,0.016249594,65,0,0.29380848600000004,7800.0,15,0,1,0,3.0
0,0.0,48,0,0.152691014,8323.0,8,0,0,0,1.0
0,0.0,78,0,0.432311978,8974.0,20,0,3,0,0.0
0,0.428521814,66,0,1.036183502,4642.0,18,0,3,0,0.0
0,0.04246662599999999,65,0,499.0,,9,0,1,0,0.0
0,0.425597312,43,0,0.302766085,3325.0,4,0,1,1,0.0
0,1.003633212,45,0,0.351431101,10166.0,8,0,2,0,2.0
0,0.9999998999999999,42,0,0.0027339,3291.0,2,0,0,0,1.0
0,0.74423736,74,0,0.382083643,4040.0,9,0,0,0,0.0
0,0.9999998999999999,76,0,2138.0,,11,0,5,0,0.0
0,0.7986667609999999,46,1,5041.0,,6,0,2,0,2.0
0,0.41986661700000005,36,0,0.402582975,7200.0,11,0,1,0,6.0
0,0.057592112,66,0,0.401815487,5397.0,9,0,1,0,0.0
0,0.049101612999999995,58,0,0.41439249100000003,5752.0,13,0,2,0,1.0
0,0.783262769,46,0,0.034372852,16000.0,6,0,0,0,3.0
0,1.010994503,24,1,0.249843848,1600.0,3,0,0,0,0.0
0,0.057644572000000005,48,0,0.657008774,4900.0,6,0,2,0,0.0
0,0.015899178,51,1,0.43652919100000004,5600.0,12,0,1,0,2.0
0,0.80730897,46,1,0.17216262699999998,7550.0,4,3,1,0,1.0
0,0.21749790800000002,73,0,0.319674284,3806.0,10,0,1,0,1.0
0,0.00046955699999999995,73,0,2457.0,,18,0,2,0,0.0
0,0.0,62,0,0.113383322,4400.0,11,0,0,0,0.0
0,0.47222873200000004,68,0,0.090952155,2110.0,10,0,0,0,0.0
